,0,1,2,3,4,5,6,7,8
0,10.0,50.0,2.4068454390598863,0.06469006983559687,1.351306410516582,0.03091679793890793,2.7602416529402976,0.05840309453772554,63.60691857337952
1,10.0,100.0,2.1231810072924846,0.0463005600920964,1.1638079676155104,0.017687767479913373,2.4212283195132334,0.041481687165848664,39.840983390808105
2,10.0,200.0,1.583083860301861,0.02835294226271256,0.923798397081191,0.011684299102080534,1.8329097051404417,0.025186567832360337,27.91832137107849
3,10.0,500.0,1.005588022161814,0.009561054594853848,0.7089994695172462,0.006805480710140702,1.2304013646331207,0.008742926186980603,21.02260398864746
4,10.0,1000.0,1.0882944989547465,0.011842070278564643,0.525385121685553,0.00472402485212116,1.2084760827354863,0.010860349041653557,19.332231521606445
5,20.0,50.0,2.5408639439613125,0.08153645938436034,1.5014190518265136,0.03796518931204975,2.9513130553891203,0.07280546960965718,157.58767747879028
6,20.0,100.0,2.5055855428612435,0.08123437496819995,1.347693786055224,0.027723299592234973,2.845037337815997,0.07273734697877514,94.77048254013062
7,20.0,200.0,2.128992010141557,0.04749082466392041,1.049574524212532,0.014237634984972252,2.373649860683448,0.04305855131070838,61.11044001579285
8,20.0,500.0,1.4081897652744957,0.02248087394024873,0.939049920837413,0.012306656554108005,1.6925758975149654,0.019910929235424226,40.4300582408905
9,20.0,1000.0,1.1106755484035096,0.01227573095672868,0.6649655936807507,0.006284389325131297,1.2945189896639717,0.011015979140881843,34.800004959106445
10,30.0,50.0,2.664223120433925,0.0920520491442786,1.5680342395071085,0.04164750390503989,3.091410068515873,0.0820961979178936,286.79687237739563
11,30.0,100.0,2.619341211066721,0.09595541689861317,1.4662299793251832,0.036714335621736614,3.001795917823929,0.08562878493667408,163.28844285011292
12,30.0,200.0,2.316768317388477,0.05784983265956095,1.27643762995272,0.02226222137800311,2.645129195259534,0.05179482570518395,101.51888132095337
13,30.0,500.0,1.9947640148316035,0.04850871299846575,0.9504049284441105,0.012055325134865421,2.2096047164318673,0.044098110534019005,63.849392890930176
14,30.0,1000.0,1.3739075993965437,0.021454398104868905,0.6461419619122948,0.005946443298410483,1.5182626672033541,0.01957877583738284,52.05725598335266
15,40.0,50.0,2.5654512884731755,0.08451586499502468,1.684325993889811,0.061419994722518634,3.0689565600088864,0.07827959539459808,438.495165348053
16,40.0,100.0,2.5971461987206856,0.08440717288942186,1.525773689429473,0.04291600594857122,3.012167613013016,0.07595469609276329,254.92177724838257
17,40.0,200.0,2.5194428833828804,0.08611183799722538,1.342934761797693,0.026789262869072537,2.855007218392498,0.07702835051766044,151.57417011260986
18,40.0,500.0,2.0103737899622045,0.04124535689078477,1.1134412596287624,0.016982499610063106,2.2981197127240094,0.03700733923351035,90.02762818336487
19,40.0,1000.0,1.1773815748705825,0.01406376305916069,0.8498807725803909,0.010347823541937175,1.4520759967875563,0.0129118197073096,70.72642278671265
20,50.0,50.0,2.5589224650403746,0.07657998749514316,1.628385164993101,0.04578545069756152,3.0331044208299054,0.0691258925958264,633.7303647994995
21,50.0,100.0,2.7338566999748712,0.09416480271777887,1.4464585329526705,0.03386884666983792,3.092929799324434,0.0847264763478383,351.96445631980896
22,50.0,200.0,2.632776126703519,0.08675147052367373,1.4165364671136047,0.032697514956752355,2.989663140891073,0.07795068007415039,206.52526545524597
23,50.0,500.0,2.1006819799094365,0.04858143479373787,1.1399909304336222,0.01758224314571925,2.390071986821139,0.043514931346139485,119.74647283554077
24,50.0,1000.0,1.579476049674728,0.026306217866007012,0.9893333638662364,0.013130827478976724,1.863739546276509,0.023358147528190636,90.49854159355164
25,75.0,50.0,2.775765461786512,0.11826378669914069,1.6653998480109262,0.05180585215313016,3.2370404002115425,0.10485536759972436,1037.7847323417664
26,75.0,100.0,2.620600023504017,0.09252009472913475,1.593102811510963,0.045261413424447956,3.0668421953588334,0.0824799708793487,570.0471429824829
27,75.0,200.0,2.608046919051158,0.08752977057381435,1.5249759036717259,0.04119063531782537,3.021168687569702,0.07836908563347858,323.6292333602905
28,75.0,500.0,2.381448761054595,0.07150696622006601,1.1830102898002182,0.018590294438493107,2.6590997625703445,0.06457239474835201,176.53511381149292
29,75.0,1000.0,1.937182864487857,0.038823626737202604,1.1209773883089071,0.018268837476064243,2.2381393512391576,0.0348265986983164,127.79010438919067
30,100.0,50.0,2.7727015687152092,0.10276386739386123,1.609201593201315,0.04222952155910553,3.2058390097940714,0.09137236664792156,1505.8102757930756
31,100.0,100.0,2.7269357622743295,0.08968462120277272,1.6881031524377432,0.0557409105640424,3.2071593201524813,0.08170519126245603,812.0559430122375
32,100.0,200.0,2.6173708117064622,0.08394841912620762,1.4874329527224994,0.03943692988106867,3.0104960977914783,0.07554223007031474,454.1434473991394
33,100.0,500.0,2.507624123121518,0.08618119385484581,1.3895084767836972,0.032815114463035505,2.8668645852071064,0.07704161953949674,240.58580684661865
34,100.0,1000.0,2.182581276809684,0.05106237255601249,1.1610511616549304,0.019419895521149144,2.472185435977741,0.04599401987826887,169.34019541740417
35,200.0,50.0,2.7599408691586764,0.08695586783579343,1.7070256497853105,0.05608594806819182,3.2451826096966117,0.07962111757911045,3239.386791229248
36,200.0,100.0,2.9631379058348375,0.11460744326270546,1.6955291758112812,0.048082240591371034,3.413942799026157,0.102299940569127,1715.8522708415985
